#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
** CELTIC **;;;;;;;;;;;;;;
** IRISH **;;;;;;;;;;;;;;
city_duke_scottish;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
;;;;;;;;;;;;;;
baron_scottish;Chief;Chef;Häuptling;;Jefe;;;;;;;;;x
baron_female_scottish;Chieftess;Matrone;Oberin;;Jefa;;;;;;;;;x
barony_of_scottish;Castle of;Château de;Schloss von;;Castillo de;;;;;;;;;x
family_palace_baron_scottish;Clan Chief;Chef de Clan;Clanchef;;Jefe del Clan;;;;;;;;;x
family_palace_baron_female_scottish;Lady;Dame;Frau;;Señora;;;;;;;;;x
;;;;;;;;;;;;;;
** WELSH **;;;;;;;;;;;;;;
emperor_welsh;Pennaeth Draig;Pennaeth Draig;Pennaeth Draig;;Pennaeth Draig;;;;;;;;;x
emperor_female_welsh;Pennaeth Draig;Pennaeth Draig;Pennaeth Draig;;Pennaeth Draig;;;;;;;;;x
emperor_title_ruler_consort_welsh;Brenin;Brenin;Brenin;;Brenin;;;;;;;;;x
emperor_title_ruler_consort_female_welsh;Frenhines;Frenhines;Frenhines;;Frenhines;;;;;;;;;x
emperor_title_queen_mother_female_welsh;Fam Frenhines;Fam Frenhines;Fam Frenhines;;Fam Frenhines;;;;;;;;;x
city_emperor_welsh;Mawreddog Tywysog;Mawreddog Tywysog;Mawreddog Tywysog;;Mawreddog Tywysog;;;;;;;;;x
city_empire_of_welsh;Grand Principality of;Grande Principauté de;Großfürstentum von;;Gran Principado de;;;;;;;;;x
;;;;;;;;;;;;;;
city_king_welsh;High Chancellor;Grand Chancellier;Großkanzler;;Gran Canciller;;;;;;;;;x
city_kingdom_of_welsh;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
;;;;;;;;;;;;;;
duke_welsh;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
duke_female_welsh;Princess;Princesse;Fürstin;;Princesa;;;;;;;;;x
duchy_of_welsh;Principality of;Principauté de;Fürstentum von;;Principado de;;;;;;;;;x
city_duke_welsh;First Mayor;Premier Maire;Erster Bürgermeister;;Primer Alcalde;;;;;;;;;x
;;;;;;;;;;;;;;
baron_welsh;Lord;Seigneur;Herr;;Señor;;;;;;;;;x
baron_female_welsh;Lady;Dame;Frau;;Señora;;;;;;;;;x
barony_of_welsh;Lordship of;Seigneurie de;Lordschaft von;;Señorío de;;;;;;;;;x
family_palace_baron_welsh;Clan Chief;Chef de Clan;Clanchef;;Jefe del Clan;;;;;;;;;x
family_palace_baron_female_welsh;Lady;Dame;Frau;;Señora;;;;;;;;;x
;;;;;;;;;;;;;;
** BRETON **;;;;;;;;;;;;;;
emperor_breton;Empereur;Empereur;Empereur;;Empereur;;;;;;;;;x
emperor_female_breton;Impératrice;Impératrice;Impératrice;;Impératrice;;;;;;;;;x
emperor_title_queen_mother_female_breton;Impératrice Douairière;Impératrice Douairière;Impératrice Douairière;;Impératrice Douairière;;;;;;;;;x
city_emperor_breton;Consul;Consul;Consul;;Consul;;;;;;;;;x
city_empire_of_breton;Senate of;Sénat de;Senat von;;Senado de;;;;;;;;;x
;;;;;;;;;;;;;;
city_king_breton;Tribune;Tribun;Volkstribun;;Tribuno;;;;;;;;;x
city_kingdom_of_breton;Grand Republic of;Grande République de;Großen Republik;;Gran República de;;;;;;;;;x
;;;;;;;;;;;;;;
city_duke_breton;Lord Magistrate;Seigneur Magistrat;Herr Friedensrichter;;Signore Magistrado;;;;;;;;;x
;;;;;;;;;;;;;;
** PICTISH **;;;;;;;;;;;;;;
emperor_pictish;Ard Rí;Ard Rí;Ard Rí;;Ard Rí;;;;;;;;;x
emperor_female_pictish;Ard Banríon;Ard Banríon;Ard Banríon;;Ard Banríon;;;;;;;;;x
emperor_title_queen_mother_female_pictish;Banríona Máthair;Banríona Máthair;Banríona Máthair;;Banríona Máthair;;;;;;;;;x
empire_of_pictish;High Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
city_emperor_pictish;Taoiseach;Taoiseach;Taoiseach;;Taoiseach;;;;;;;;;x
city_empire_of_pictish;Confederation of;Grande Principauté de;Grobfürstentum von;;Gran Principado de;;;;;;;;;x
;;;;;;;;;;;;;;
king_pictish;Overking;Roi;König;;Rey;;;;;;;;;x
king_female_pictish;Overqueen;Reine;Königin;;Reina;;;;;;;;;x
kingdom_of_pictish;Kingdom of;Royaume de;Königreich von;;Reino de;;;;;;;;;x
city_king_pictish;Grand Prince;Grand Prince;Großtyrann;;Gran Príncipe;;;;;;;;;x
city_kingdom_of_pictish;Federation of;Fédération de;Föderation von;;Federación de;;;;;;;;;x
;;;;;;;;;;;;;;
duke_pictish;King;Roi;König;;Rey;;;;;;;;;x
duke_female_pictish;Queen;Reine;Königin;;Reina;;;;;;;;;x
duchy_of_pictish;Minor Kingdom of;Royaume Mineur de;Kleinlich Königreich von;;Pequeña Reino de;;;;;;;;;x
city_duke_pictish;Prince;Prince;Prinz;;Príncipe;;;;;;;;;x
;;;;;;;;;;;;;;
count_pictish;High Lord;Haut Seigneur;Hoch-Lord;;Gran Señor;;;;;;;;;x
count_female_pictish;High Lady;Haute-Dame;Hohe Frau:Gran Dama;;;;;;;;;x
county_of_pictish;High Lordship of;Haute Seigneurie de;Hohe Lordschaft von;;Alto Señorío de;;;;;;;;;x
;;;;;;;;;;;;;;
baron_pictish;Lord;Seigneur;Herr;;Señor;;;;;;;;;x
baron_female_pictish;Lady;Dame;Frau;;Señora;;;;;;;;;x
barony_of_pictish;Lordship of;Seigneurie de;Lordschaft von;;Señorío de;;;;;;;;;x
family_palace_baron_pictish;Clan Chief;Chef de Clan;Clanchef;;Jefe del Clan;;;;;;;;;x
family_palace_baron_female_pictish;Lady;Dame;Frau;;Señora;;;;;;;;;x
